publication_title,pdf_title,pdf_url,publication_url,publication_type,date
The Myth and Reality of Eminent Domain for Economic Development,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/2082_1405_LP2008-ch08-The-Myth-and-Reality-of-Eminent-Domain-for-Economic-Development_0.pdf,https://www.lincolninst.edu/publications/conference-papers/myth-reality-eminent-domain-economic-development/,Conference Papers,"May 2009, English"
Property Rights Protection and Spatial Planning in European Countries,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/2083_1406_LP2008-ch09-Property-Rights-Protection-and-Spatial-Planning-in-European-Countries_0.pdf,https://www.lincolninst.edu/publications/conference-papers/property-rights-protection-spatial-planning-european-countries/,Conference Papers,"May 2009, English"
Should Decreases in Property Value Caused by Regulations Be Compensated?,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/2084_1407_LP2008-ch10-Should-Decreases-in-Property-Value-Caused-by-Regulations-Be-Compensated_0.pdf,https://www.lincolninst.edu/publications/conference-papers/should-decreases-property-value-caused-regulations-be-compensated/,Conference Papers,"May 2009, English"
"Land Registration, Economic Development, and Poverty Reduction",Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/2085_1408_LP2008-ch11-Land-Registration-Economic-Development-and-Poverty-Reduction_0.pdf,https://www.lincolninst.edu/publications/conference-papers/land-registration-economic-development-poverty-reduction/,Conference Papers,"May 2009, English"
Looking Beyond Land Titling and Credit Accessibility for the Urban Poor,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/2086_1409_LP2008-ch12-Looking-Beyond-Land-Titling-and-Credit-Accessibility-for-the-Urban-Poor_0.pdf,https://www.lincolninst.edu/publications/conference-papers/looking-beyond-land-titling-credit-accessibility-urban-poor/,Conference Papers,"May 2009, English"
Property Rights Created Under a Federalist Approach to Tradable Emissions Policy,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/2087_1410_LP2008-ch13-Property-Rights-Created-Under-a-Federalist-Approach-to-Tradable-Emissions-Policy_0.pdf,https://www.lincolninst.edu/publications/conference-papers/property-rights-created-under-federalist-approach-tradable-emissions/,Conference Papers,"May 2009, English"
Private Conservation Easements,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/2088_1411_LP2008-ch14-Private-Conservation-Easements-Balancing-Private-Initiative-and-the-Public-Interest_0.pdf,https://www.lincolninst.edu/publications/conference-papers/private-conservation-easements/,Conference Papers,"May 2009, English"
The Role of Private-Sector Developers in Challenges to Local Land Use Regulations,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/2089_1412_LP2008-ch15-The-Role-of-Private-Sector-Developers-in-Challenges-to-Local-Land-Use-Regulations_0.pdf,https://www.lincolninst.edu/publications/conference-papers/role-private-sector-developers-challenges-local-land-use-regulations/,Conference Papers,"May 2009, English"
The Mediocrity of Government Subsidies to Mixed-Income Housing Projects,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/2090_1413_LP2008-ch16-The-Mediocrity-of-Government-Subsidies-to-Mixed-Income-Housing-Projects_0.pdf,https://www.lincolninst.edu/publications/conference-papers/mediocrity-government-subsidies-mixed-income-housing-projects/,Conference Papers,"May 2009, English"
Property Tax Circuit Breakers,Download PDF,https://go.lincolninst.edu/l/153411/2022-11-04/pqc2r1/153411/1667561751foyRWsoZ/property_tax_circuit_breakers_full_0.pdf,https://www.lincolninst.edu/publications/policy-focus-reports/property-tax-circuit-breakers/,Policy Focus Reports,"May 2009, English"
A Compendium of Countries with an Area-Based Property Tax,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1625_849_Compendium20Final.pdf,https://www.lincolninst.edu/publications/working-papers/compendium-countries-area-based-property-tax/,Working Papers,"May 2009, English"
Francophone Central Africa Appendix 3,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1627_850_Country_Template_Congo20WP09FAB7.pdf,https://www.lincolninst.edu/publications/working-papers/francophone-central-africa-appendix-3/,Working Papers,"May 2009, English"
Francophone Central Africa Appendix 4,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1628_851_Country_Template_DRC20WP09FAB8.pdf,https://www.lincolninst.edu/publications/working-papers/francophone-central-africa-appendix-4/,Working Papers,"May 2009, English"
Francophone Southern Africa Appendix 2,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1629_852_Country_Template_Madagascar20WP09FAB9.pdf,https://www.lincolninst.edu/publications/working-papers/francophone-southern-africa-appendix-2/,Working Papers,"May 2009, English"
Francophone Central Africa Appendix 5,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1630_853_Country_Template_Rwanda20WP09FAB10.pdf,https://www.lincolninst.edu/publications/working-papers/francophone-central-africa-appendix-5/,Working Papers,"May 2009, English"
Francophone Central Africa Appendix 6,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1631_854_Country_Template_Burundi20WP09FAB11.pdf,https://www.lincolninst.edu/publications/working-papers/francophone-central-africa-appendix-6/,Working Papers,"May 2009, English"
Area-Based Property Tax Systems,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1624_848_connolly_bell_final.pdf,https://www.lincolninst.edu/publications/working-papers/area-based-property-tax-systems/,Working Papers,"May 2009, English"
Report From the President,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1578_795_Report20From20the20President.pdf,https://www.lincolninst.edu/publications/articles/report-president-4/,Articles,
"Challenges in Reusing Vacant, Abandoned, and Contaminated Urban Properties",Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1579_796_Article201.pdf,https://www.lincolninst.edu/publications/articles/challenges-reusing-vacant-abandoned-contaminated-urban-properties/,Articles,
Municipally Imposed Tax and Expenditure Limits,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1580_797_Article202.pdf,https://www.lincolninst.edu/publications/articles/municipally-imposed-tax-expenditure-limits/,Articles,
Measuring Informality in Housing Settlements,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1581_798_Article203.pdf,https://www.lincolninst.edu/publications/articles/measuring-informality-housing-settlements/,Articles,
Faculty Profile,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1582_799_Faculty20Profile20-20Paulo20Sandroni.pdf,https://www.lincolninst.edu/publications/articles/faculty-profile-28/,Articles,
Land LinesApril 2009,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1589_806_April20200920Final20Land20Lines.pdf,https://www.lincolninst.edu/publications/issues/land-lines-april-2009/,Issues,April 2009
Property Taxation in Anglophone West Africa,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1616_833_WP09AWA4.pdf,https://www.lincolninst.edu/publications/working-papers/property-taxation-anglophone-west-africa-0/,Working Papers,"April 2009, English"
Enhancing the Feasibility of School Finance Reform,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/langley-wp09al2.pdf,https://www.lincolninst.edu/publications/working-papers/enhancing-feasibility-school-finance-reform/,Working Papers,"April 2009, English"
The Strand not Taken,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1619_836_lehavi_final.pdf,https://www.lincolninst.edu/publications/working-papers/strand-not-taken/,Working Papers,"April 2009, English"
Property Taxation in Anglophone West Africa,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1592_809_WP09AWA1.pdf,https://www.lincolninst.edu/publications/working-papers/property-taxation-anglophone-west-africa/,Working Papers,"March 2009, English"
Property Taxation in Anglophone West Africa Appendix 1,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1593_810_WP09AWA7.pdf,https://www.lincolninst.edu/publications/working-papers/property-taxation-anglophone-west-africa-appendix-1/,Working Papers,"March 2009, English"
Property Taxation in Anglophone West Africa Appendix 2,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1594_811_WP09AWA8.pdf,https://www.lincolninst.edu/publications/working-papers/property-taxation-anglophone-west-africa-appendix-2/,Working Papers,"March 2009, English"
Property Taxation in Anglophone West Africa Appendix 3,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1595_812_WP09AWA9.pdf,https://www.lincolninst.edu/publications/working-papers/property-taxation-anglophone-west-africa-appendix-3/,Working Papers,"March 2009, English"
Property Taxation in Anglophone West Africa Appendix 4,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1596_813_WP09AWA10.pdf,https://www.lincolninst.edu/publications/working-papers/property-taxation-anglophone-west-africa-appendix-4/,Working Papers,"March 2009, English"
Property Taxation in Anglophone West Africa Appendix 5,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1597_814_WP09AWA11.pdf,https://www.lincolninst.edu/publications/working-papers/property-taxation-anglophone-west-africa-appendix-5/,Working Papers,"March 2009, English"
Property Taxation in Two Francophone Countries in Central and West Africa,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1598_815_Francophone20Africa201_OVERVIEW.pdf,https://www.lincolninst.edu/publications/working-papers/property-taxation-two-francophone-countries-central-west-africa/,Working Papers,"March 2009, English"
Property Taxation in Francophone Central Africa,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1599_816_WP09FAA2.pdf,https://www.lincolninst.edu/publications/working-papers/property-taxation-francophone-central-africa/,Working Papers,"March 2009, English"
Property Taxation in West Africa,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1600_817_Final20Report_SENEGAL.pdf,https://www.lincolninst.edu/publications/working-papers/property-taxation-west-africa/,Working Papers,"March 2009, English"
Fracophone Central Africa Appendix 1,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1601_818_Country_Template_Gabon_REPLACEMENT.pdf,https://www.lincolninst.edu/publications/working-papers/fracophone-central-africa-appendix-1/,Working Papers,"March 2009, English"
Francophone West Africa Appendix 1,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1602_819_Country_Template_Senegal_REPLACEMENT.pdf,https://www.lincolninst.edu/publications/working-papers/francophone-west-africa-appendix-1/,Working Papers,"March 2009, English"
Property Taxation in North-East Africa,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1603_820_WP09NEA1.pdf,https://www.lincolninst.edu/publications/working-papers/property-taxation-north-east-africa/,Working Papers,"March 2009, English"
Property Taxation in North-east Africa Appendix 1,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1604_821_WP09NEA2.pdf,https://www.lincolninst.edu/publications/working-papers/property-taxation-north-east-africa-appendix-1/,Working Papers,"March 2009, English"
An Overview of Property Taxation in Lusophone Africa,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1605_822_WP09LA1.pdf,https://www.lincolninst.edu/publications/working-papers/overview-property-taxation-lusophone-africa/,Working Papers,"March 2009, English"
Property Taxation in Lusophone Africa Appendix 1,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1606_823_WP09LA7.pdf,https://www.lincolninst.edu/publications/working-papers/property-taxation-lusophone-africa-appendix-1/,Working Papers,"March 2009, English"
Property Taxation in Lusophone Africa Appendix 2,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1607_824_WP09LA8.pdf,https://www.lincolninst.edu/publications/working-papers/property-taxation-lusophone-africa-appendix-2/,Working Papers,"March 2009, English"
Property Taxation in Lusophone Africa Appendix 3,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1608_825_WP09LA9.pdf,https://www.lincolninst.edu/publications/working-papers/property-taxation-lusophone-africa-appendix-3/,Working Papers,"March 2009, English"
Property Taxation in Francophone Africa 3,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1609_826_WP09FAB1.pdf,https://www.lincolninst.edu/publications/working-papers/property-taxation-francophone-africa-3/,Working Papers,"March 2009, English"
Francophone Southern Africa Appendix 1,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1610_827_WP09FAB6.pdf,https://www.lincolninst.edu/publications/working-papers/francophone-southern-africa-appendix-1/,Working Papers,"March 2009, English"
Property Taxation in Three Francophone Countries in West and Central Africa,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1611_828_WP09FAC1.pdf,https://www.lincolninst.edu/publications/working-papers/property-taxation-three-francophone-countries-west-central-africa/,Working Papers,"March 2009, English"
Property Taxation in Francophone Central Africa,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1612_829_WP09FAC2.pdf,https://www.lincolninst.edu/publications/working-papers/property-taxation-francophone-central-africa-0/,Working Papers,"March 2009, English"
Property Taxation in Francophone Central Africa,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1613_830_WP09FAC3.pdf,https://www.lincolninst.edu/publications/working-papers/property-taxation-francophone-central-africa-1/,Working Papers,"March 2009, English"
Property Taxation in Francophone West Africa,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1614_831_WP09FAC4.pdf,https://www.lincolninst.edu/publications/working-papers/property-taxation-francophone-west-africa/,Working Papers,"March 2009, English"
What Drives the Property Tax?,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1567_793_haveman_final.pdf,https://www.lincolninst.edu/publications/working-papers/what-drives-property-tax/,Working Papers,"March 2009, English"
Estimates of the Total Cost and Distribution of Tax Relief Under State Funded Property Tax Circuit Breakers,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1577_794_langley_final.pdf,https://www.lincolninst.edu/publications/working-papers/estimates-total-cost-distribution-tax-relief-under-state-funded-property/,Working Papers,"March 2009, English"
Biases in Analysis of Split-Rate Property Tax Reforms,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1591_808_kwak_final.pdf,https://www.lincolninst.edu/publications/working-papers/biases-analysis-split-rate-property-tax-reforms/,Working Papers,"March 2009, English"
"Exploring Changes in Homeowner Property Taxes in Wisconsin, 2000 to 2005",Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1565_791_boldt_final.pdf,https://www.lincolninst.edu/publications/working-papers/exploring-changes-homeowner-property-taxes-wisconsin-2000-2005/,Working Papers,"February 2009, English"
Smart Urban Growth for China,Download,https://go.lincolninst.edu/smart_urban_growth_china_ch01.pdf,https://www.lincolninst.edu/publications/books/smart-urban-growth-china/,Books,"January 2009, English"
What Policy Makers Should Know About Property Taxes,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1551_776_article_2.pdf,https://www.lincolninst.edu/publications/articles/what-policy-makers-should-know-about-property-taxes/,Articles,
Report From The President,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1549_774_Report20From20the20President.pdf,https://www.lincolninst.edu/publications/articles/report-president-3/,Articles,
An Infrastructure and Economic Recovery Plan for the United States,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1550_775_Article201.pdf,https://www.lincolninst.edu/publications/articles/infrastructure-economic-recovery-plan-united-states/,Articles,
"Inclusionary Housing, Incentives, and Land Value Recapture",Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1552_777_Article203.pdf,https://www.lincolninst.edu/publications/articles/inclusionary-housing-incentives-land-value-recapture/,Articles,
Faculty Profile,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1553_778_Faculty20Profile.pdf,https://www.lincolninst.edu/publications/articles/faculty-profile-27/,Articles,
Land LinesJanuary 2009,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1558_783_Land20Lines20Jan20200920final.pdf,https://www.lincolninst.edu/publications/issues/land-lines-january-2009/,Issues,January 2009
Property Taxes for Local Finance,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1566_792_fisher_final.pdf,https://www.lincolninst.edu/publications/working-papers/property-taxes-local-finance/,Working Papers,"January 2009, English"
360 Degrees of Development,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1564_789_perry_final.pdf,https://www.lincolninst.edu/publications/working-papers/360-degrees-development/,Working Papers,"December 2008, English"
Note on Measuring Changes in Capital/Land Ratios Related to Tax Changes,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1561_786_Ingram20Final.pdf,https://www.lincolninst.edu/publications/working-papers/note-measuring-changes-capitalland-ratios-related-tax-changes/,Working Papers,"December 2008, English"
Property Taxation and Residential Density,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1545_772_englandhuang_final.pdf,https://www.lincolninst.edu/publications/working-papers/property-taxation-residential-density/,Working Papers,"December 2008, English"
Planning Support Systems for Cities and Regions,Download,https://go.lincolninst.edu/planning_support_systems_cities_regions_intro.pdf,https://www.lincolninst.edu/publications/books/planning-support-systems-cities-regions/,Books,"October 2008, English"
Message From the President,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1516_752_Msg20From20Pres.pdf,https://www.lincolninst.edu/publications/articles/message-president-11/,Articles,
Beijing and Shanghai,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1517_753_Article201.pdf,https://www.lincolninst.edu/publications/articles/beijing-shanghai/,Articles,
Developments in Value-Based Property Taxation in Central and Eastern Europe,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1518_754_Article202.pdf,https://www.lincolninst.edu/publications/articles/developments-value-based-property-taxation-central-eastern-europe/,Articles,
"Heritage Preservation, Tourism, and Inclusive Development in Panama City’s Casco Antiguo",Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1519_755_Article203.pdf,https://www.lincolninst.edu/publications/articles/heritage-preservation-tourism-inclusive-development-panama-citys-casco-antiguo/,Articles,
Faculty Profile,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1520_756_Faculty20Profile20CJR.pdf,https://www.lincolninst.edu/publications/articles/faculty-profile-26/,Articles,
Land LinesOctober 2008,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1525_761_Final20Land20Lines20Oct2008.pdf,https://www.lincolninst.edu/publications/issues/land-lines-october-2008/,Issues,October 2008
A Reconnaissance of Currently Available Measures of Effective Property Tax Rates,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1544_771_bk_final.pdf,https://www.lincolninst.edu/publications/working-papers/reconnaissance-currently-available-measures-effective-property-tax-rates/,Working Papers,"October 2008, English"
Management of Suburban Growth,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/carrion-wp07ac2.pdf,https://www.lincolninst.edu/publications/working-papers/management-suburban-growth/,Working Papers,"October 2008, English"
Instruments for the Recovery of Value Increments in Latin America,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1527_763_Furtado20Final.pdf,https://www.lincolninst.edu/publications/working-papers/instruments-recovery-value-increments-latin-america/,Working Papers,"October 2008, English"
Urban Land as a Factor in Economic and Social Inclusion,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1524_760_Nunez20Havana20Final.pdf,https://www.lincolninst.edu/publications/working-papers/urban-land-factor-economic-social-inclusion/,Working Papers,"October 2008, English"
The Land Tax Is Pretty Neutral,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1511_747_coulson_final.pdf,https://www.lincolninst.edu/publications/working-papers/land-tax-pretty-neutral/,Working Papers,"September 2008, English"
How Differences in Property Taxes within Cities Affect Urban Sprawl,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1513_749_zenou_song_final.pdf,https://www.lincolninst.edu/publications/working-papers/how-differences-property-taxes-within-cities-affect-urban-sprawl/,Working Papers,"September 2008, English"
People or Place?,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1403_719_lla080702.pdf,https://www.lincolninst.edu/publications/articles/people-or-place/,Articles,
Report From the President,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1402_718_LLA80701.pdf,https://www.lincolninst.edu/publications/articles/report-president-2/,Articles,
After Sprawl,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1404_720_LLA080703.pdf,https://www.lincolninst.edu/publications/articles/after-sprawl/,Articles,
Urban Housing Informality,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1405_721_LLA080704.pdf,https://www.lincolninst.edu/publications/articles/urban-housing-informality/,Articles,
A Model for Sustainable Development in Arizona’s Sun Corridor,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1406_722_LLA080705.pdf,https://www.lincolninst.edu/publications/articles/model-sustainable-development-arizonas-sun-corridor/,Articles,
Faculty Profile,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1407_723_LLA080706.pdf,https://www.lincolninst.edu/publications/articles/faculty-profile-25/,Articles,
Land LinesJuly 2008,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1411_727_Final20July2020082007.pdf,https://www.lincolninst.edu/publications/issues/land-lines-july-2008/,Issues,July 2008
Property Taxation in Illinois,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1500_736_anderson_mcguirefinal.pdf,https://www.lincolninst.edu/publications/working-papers/property-taxation-illinois/,Working Papers,"July 2008, English"
European Spatial Research and Planning,Download,https://go.lincolninst.edu/european_spatial_research_planning_intro.pdf,https://www.lincolninst.edu/publications/books/european-spatial-research-planning/,Books,"June 2008, English"
Property Tax Assessment Limits,Download PDF,https://go.lincolninst.edu/l/153411/2022-11-04/pqc2r4/153411/16675623538qSITho1/property_tax_assessment_limits_full_0.pdf,https://www.lincolninst.edu/publications/policy-focus-reports/property-tax-assessment-limits/,Policy Focus Reports,"June 2008, English"
The City-CLT Partnership,Download PDF,https://go.lincolninst.edu/l/153411/2022-11-04/pqc2rb/153411/1667562851P6lnZgds/the_city_clt_partnership_full.pdf,https://www.lincolninst.edu/publications/policy-focus-reports/city-clt-partnership/,Policy Focus Reports,"June 2008, English"
Building Better City-CLT Partnerships,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1401_717_djh_yesim_final.pdf,https://www.lincolninst.edu/publications/working-papers/building-better-city-clt-partnerships/,Working Papers,"June 2008, English"
Fiscal Decentralization and Land Policies,Download,https://go.lincolninst.edu/fiscal_decentralization_land_policies_ch01.pdf,https://www.lincolninst.edu/publications/books/fiscal-decentralization-land-policies/,Books,"May 2008, English"
Opportunities and Risks of Fiscal Decentralization,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/2102_1424_LP2007-ch02-Opportunities-and-Risks-of-Fiscal-Decentralization-A-Developing-Country-Perspective_0.pdf,https://www.lincolninst.edu/publications/conference-papers/opportunities-risks-fiscal-decentralization/,Conference Papers,"May 2008, English"
Local Revenues Under Fiscal Decentralization in Developing Countries,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/2103_1425_LP2007-ch03-Local-Revenues-Under-Fiscal-Decentralization-in-Developing-Countries_0.pdf,https://www.lincolninst.edu/publications/conference-papers/local-revenues-under-fiscal-decentralization-developing-countries/,Conference Papers,"May 2008, English"
Local Service Provision in Selected OECD Countries,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/2104_1426_LP2007-ch04-Local-Service-Provision-in-Selected-OECD-Countries-Do-Decentralized-Operations-Work-Better_0.pdf,https://www.lincolninst.edu/publications/conference-papers/local-service-provision-selected-oecd-countries/,Conference Papers,"May 2008, English"
Political Structure and Exclusionary Zoning,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/2105_1427_LP2007-ch05-Political-Structure-and-Exclusionary-Zoning-Are-Small-Suburbs-the-Big-Problem_0.pdf,https://www.lincolninst.edu/publications/conference-papers/political-structure-exclusionary-zoning/,Conference Papers,"May 2008, English"
School Finance Reforms and Property Tax Limitation Measures,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/2106_1428_LP2007-ch06-School-Finance-Reforms-and-Property-Tax-Limitation-Measures_0.pdf,https://www.lincolninst.edu/publications/conference-papers/school-finance-reforms-property-tax-limitation-measures/,Conference Papers,"May 2008, English"
Decentralization and Environmental Decision Making,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/2107_1429_LP2007-ch07-Decentralization-and-Environmental-Decision-Making_0.pdf,https://www.lincolninst.edu/publications/conference-papers/decentralization-environmental-decision-making/,Conference Papers,"May 2008, English"
A Cross-Country Comparison of Decentralization and Environmental Protection,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/2108_1430_LP2007-ch08-A-Cross-Country-Comparison-of-Decentralization-and-Environmental-Protection_0.pdf,https://www.lincolninst.edu/publications/conference-papers/cross-country-comparison-decentralization-environmental-protection/,Conference Papers,"May 2008, English"
Interjurisdictional Competition Under U.S. Fiscal Federalism,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/2109_1431_LP2007-ch09-Interjurisdictional-Competition-Under-US-Fiscal-Federalism_0.pdf,https://www.lincolninst.edu/publications/conference-papers/interjurisdictional-competition-under-us-fiscal-federalism/,Conference Papers,"May 2008, English"
Local Government Finances,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/2110_1432_LP2007-ch10-Local-Government-Finances-The-Link-Between-Intergovernmental-Transfers-and-Net-Worth_0.pdf,https://www.lincolninst.edu/publications/conference-papers/local-government-finances/,Conference Papers,"May 2008, English"
Fiscal Decentralization and Income Distribution,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/2111_1433_LP2007-ch11-Fiscal-Decentralization-and-Income-Distribution_0.pdf,https://www.lincolninst.edu/publications/conference-papers/fiscal-decentralization-income-distribution/,Conference Papers,"May 2008, English"
Public and Private School Competition and U.S. Fiscal Federalism,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/2112_1434_LP2007-ch12-Public-and-Private-School-Competition-and-US-Fiscal-Federalism_0.pdf,https://www.lincolninst.edu/publications/conference-papers/public-private-school-competition-us-fiscal-federalism/,Conference Papers,"May 2008, English"
Community Associations,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/2113_1435_LP2007-ch13-Community-Associations-Decentralizing-Local-Government-Privately_0.pdf,https://www.lincolninst.edu/publications/conference-papers/community-associations/,Conference Papers,"May 2008, English"
Increasing the Effectiveness of Public Service Delivery,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/2114_1436_LP2007-ch14-Increasing-the-Effectiveness-of-Public-Service-Delivery-A-Tournament-Approach_0.pdf,https://www.lincolninst.edu/publications/conference-papers/increasing-effectiveness-public-service-delivery/,Conference Papers,"May 2008, English"
Working Together or Going it Alone,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1381_698_weiwel_final.pdf,https://www.lincolninst.edu/publications/working-papers/working-together-or-going-it-alone/,Working Papers,"May 2008, English"
The Effect of Property Taxes on Location Decisions,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1383_702_walsh_final.pdf,https://www.lincolninst.edu/publications/working-papers/effect-property-taxes-location-decisions/,Working Papers,"May 2008, English"
Visioning and Visualization,Download,https://go.lincolninst.edu/visioning_visualization_ch01.pdf,https://www.lincolninst.edu/publications/books/visioning-visualization/,Books,"April 2008, English"
Toward a Vision of Land in 2015,Download,https://go.lincolninst.edu/toward_vision_land_2015_ch01.pdf,https://www.lincolninst.edu/publications/books/toward-vision-land-in-2015/,Books,"April 2008, English"
Message From the President,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1358_679_Message20from20the20President.pdf,https://www.lincolninst.edu/publications/articles/message-president-10/,Articles,
Efecto del sistema de autobús de transporte rápido sobre el valor del suelo,http://www.bogota.gov.co/galeria/cifraspoblaciondelocalidades1973a2003.pdf,http://www.bogota.gov.co/galeria/cifraspoblaciondelocalidades1973a2003.pdf,https://www.lincolninst.edu/publications/articles/efecto-del-sistema-autobus-transporte-rapido-sobre-el-valor-del-suelo/,Articles,
Land Value Impacts of Bus Rapid Transit,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1359_680_Bus20Bogota.pdf,https://www.lincolninst.edu/publications/articles/land-value-impacts-bus-rapid-transit/,Articles,
Conservation Through the Ballot Box,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1360_681_Cons20Ballot20Box.pdf,https://www.lincolninst.edu/publications/articles/conservation-through-ballot-box/,Articles,
Faculty Profile,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1361_682_Faculty20Profile20-20James20Levitt.pdf,https://www.lincolninst.edu/publications/articles/faculty-profile-24/,Articles,
Land LinesApril 2008,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1371_692_april_08_land_lines.pdf,https://www.lincolninst.edu/publications/issues/land-lines-april-2008/,Issues,April 2008
